plate	position	well	score	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	raw_r3_ch1	median_ch1	average_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	raw/PlateMedian_r3_ch1	normalized_r1_ch1	normalized_r2_ch1	normalized_r3_ch1	GeneID	Entrez_gene_ID
1	180	H12	-2.14	sample	sample	1423090	1639180	1285590	1423090	1449286.66666667	0.638	0.749	0.631	-0.648	-0.417	-0.665	MUSK	4593
2	323	N11	-2.15	sample	sample	1659720	1608610	1381760	1608610	1550030	0.641	0.667	0.615	-0.641	-0.585	-0.702	PCK1	5105
2	81	D09	-2.15	sample	sample	1562750	1829910	1413130	1562750	1601930	0.604	0.758	0.629	-0.728	-0.399	-0.67	TP53RK	112858
2	321	N09	-2.16	sample	sample	1924990	1535620	1410410	1535620	1623673.33333333	0.744	0.636	0.627	-0.427	-0.652	-0.672	PFKL	5211
1	317	N05	-2.16	sample	sample	1424920	1372230	2363170	1424920	1720106.66666667	0.639	0.627	1.16	-0.646	-0.673	0.213	STK22C	81629
2	43	B19	-2.17	sample	sample	1652190	1547920	1527590	1547920	1575900	0.638	0.641	0.68	-0.648	-0.641	-0.557	NEK3	4752
1	8	A08	-2.18	sample	sample	1420720	1499510	1214770	1420720	1378333.33333333	0.637	0.685	0.596	-0.65	-0.546	-0.747	NAGK	55577
3	380	P20	-2.18	sample	sample	1840930	1849340	1390820	1840930	1693696.66666667	0.637	0.687	0.587	-0.651	-0.542	-0.77	NA	NA
1	316	N04	-2.21	sample	sample	1496430	1380740	1264520	1380740	1380563.33333333	0.671	0.631	0.62	-0.575	-0.665	-0.689	PAK1	5058
1	274	L10	-2.22	sample	sample	1417310	1249820	1262640	1262640	1309923.33333333	0.636	0.571	0.619	-0.654	-0.808	-0.691	DKFZP761P0423	157285
3	185	H17	-2.23	sample	sample	2054530	1717250	1460520	1717250	1744100	0.711	0.638	0.616	-0.493	-0.649	-0.699	NA	NA
1	188	H20	-2.25	sample	sample	1482600	1343140	1255080	1343140	1360273.33333333	0.665	0.614	0.616	-0.589	-0.704	-0.699	PAK4	10298
3	318	N06	-2.26	sample	sample	1811900	1632170	2120640	1811900	1854903.33333333	0.627	0.606	0.894	-0.674	-0.723	-0.161	NA	NA
2	84	D12	-2.26	sample	sample	1652880	1458560	1378920	1458560	1496786.66666667	0.638	0.604	0.613	-0.647	-0.726	-0.705	RPS6KA1	6195
3	139	F19	-2.28	sample	sample	1803350	1650750	1659150	1659150	1704416.66666667	0.624	0.613	0.7	-0.681	-0.706	-0.515	NA	NA
1	149	G05	-2.29	sample	sample	1387740	1264030	1304730	1304730	1318833.33333333	0.622	0.578	0.64	-0.684	-0.792	-0.644	PIM2	11040
2	147	G03	-2.33	sample	sample	1820230	1506400	1171250	1506400	1499293.33333333	0.703	0.624	0.521	-0.508	-0.68	-0.94	BCR	613
3	124	F04	-2.34	sample	sample	2115050	1246030	1431730	1431730	1597603.33333333	0.732	0.463	0.604	-0.451	-1.112	-0.728	NA	NA
2	9	A09	-2.35	sample	sample	1692560	1445670	1354240	1445670	1497490	0.654	0.599	0.602	-0.613	-0.739	-0.731	GRK4	2868
1	270	L06	-2.39	sample	sample	1426780	1285120	1216330	1285120	1309410	0.64	0.587	0.597	-0.644	-0.768	-0.745	CDK5R2	8941
1	322	N10	-2.4	sample	sample	1358300	1252530	1303430	1303430	1304753.33333333	0.609	0.572	0.64	-0.715	-0.805	-0.645	NEK8	284086
2	107	E11	-2.41	sample	sample	1625110	1482360	1242100	1482360	1449856.66666667	0.628	0.614	0.553	-0.672	-0.703	-0.856	FUK	197258
1	175	H07	-2.42	sample	sample	1284010	1381390	1208840	1284010	1291413.33333333	0.576	0.631	0.593	-0.796	-0.664	-0.754	FGFR1	2260
3	353	O17	-2.42	sample	sample	1751440	2141070	1405280	1751440	1765930	0.606	0.795	0.593	-0.723	-0.331	-0.755	PANK4	55229
3	327	N15	-2.43	sample	sample	1747670	1644630	1424040	1644630	1605446.66666667	0.604	0.611	0.601	-0.726	-0.712	-0.735	NA	NA
2	63	C15	-2.44	sample	sample	1564090	1328040	1365170	1365170	1419100	0.604	0.55	0.607	-0.727	-0.862	-0.719	ROS1	6098
3	38	B14	-2.45	sample	sample	1517660	2428550	1398240	1517660	1781483.33333333	0.525	0.902	0.59	-0.93	-0.149	-0.762	NA	NA
3	130	F10	-2.46	sample	sample	2816160	1636700	1284390	1636700	1912416.66666667	0.974	0.608	0.542	-0.038	-0.719	-0.884	NA	NA
1	126	F06	-2.49	sample	sample	1464070	1209570	1191790	1209570	1288476.66666667	0.657	0.553	0.585	-0.607	-0.856	-0.774	MARK3	4140
1	131	F11	-2.51	sample	sample	1703010	1246430	1185540	1246430	1378326.66666667	0.764	0.57	0.582	-0.389	-0.812	-0.782	TNK2	10188
3	269	L05	-2.54	sample	sample	1709910	1446480	1482260	1482260	1546216.66666667	0.591	0.537	0.625	-0.758	-0.897	-0.678	NA	NA
3	224	J08	-2.56	sample	sample	1654900	1604950	1378230	1604950	1546026.66666667	0.572	0.596	0.581	-0.805	-0.747	-0.783	NA	NA
1	378	P18	-2.59	sample	sample	1355840	1150210	1164270	1164270	1223440	0.608	0.526	0.571	-0.718	-0.928	-0.808	CDC42BPA	8476
3	349	O13	-2.62	sample	sample	1555620	2044320	1347490	1555620	1649143.33333333	0.538	0.759	0.568	-0.894	-0.398	-0.815	GALK1	2584
2	187	H19	-2.62	sample	sample	1504670	1364160	1277870	1364160	1382233.33333333	0.581	0.565	0.569	-0.783	-0.823	-0.815	PRKAB2	5565
3	103	E07	-2.65	sample	sample	1664270	1574800	1344430	1574800	1527833.33333333	0.576	0.585	0.567	-0.797	-0.774	-0.818	MAP4K3	8491
3	70	C22	-2.66	sample	sample	1669290	1547660	1522380	1547660	1579776.66666667	0.577	0.575	0.642	-0.792	-0.799	-0.639	NA	NA
3	316	N04	-2.67	sample	sample	1665630	1510940	1341660	1510940	1506076.66666667	0.576	0.561	0.566	-0.796	-0.834	-0.821	NA	NA
3	137	F17	-2.68	sample	sample	1584160	1668030	1329090	1584160	1527093.33333333	0.548	0.619	0.561	-0.868	-0.691	-0.835	NA	NA
2	233	J17	-2.68	sample	sample	1486380	1421830	1088910	1421830	1332373.33333333	0.574	0.589	0.484	-0.801	-0.763	-1.046	CSNK2B	1460
2	59	C11	-2.69	sample	sample	1544530	1390880	1256820	1390880	1397410	0.597	0.576	0.559	-0.745	-0.795	-0.839	ACVR2B	93
2	206	I14	-2.73	sample	sample	1471120	1464100	1207640	1464100	1380953.33333333	0.568	0.607	0.537	-0.815	-0.721	-0.896	RPS6KA2	6196
2	291	M03	-2.75	sample	sample	1576870	1332780	1242650	1332780	1384100	0.609	0.552	0.553	-0.715	-0.856	-0.855	PRKY	5616
2	254	K14	-2.75	sample	sample	1705250	1361600	1242180	1361600	1436343.33333333	0.659	0.564	0.553	-0.602	-0.826	-0.856	BRD4	23476
1	260	K20	-2.83	sample	sample	1273570	1185890	1107230	1185890	1188896.66666667	0.571	0.542	0.543	-0.808	-0.884	-0.88	CAMK2N1	55450
3	236	J20	-2.83	sample	sample	1610720	1393150	1286820	1393150	1430230	0.557	0.517	0.543	-0.844	-0.951	-0.882	NA	NA
1	123	F03	-2.85	sample	sample	1323920	1182020	1101330	1182020	1202423.33333333	0.594	0.54	0.54	-0.752	-0.889	-0.888	CSNK1E	1454
1	330	N18	-2.85	sample	sample	1169780	1228960	1239080	1228960	1212606.66666667	0.525	0.562	0.608	-0.931	-0.833	-0.718	NUP62	23636
2	180	H12	-2.86	sample	sample	1432970	1358950	1190090	1358950	1327336.66666667	0.554	0.563	0.529	-0.853	-0.828	-0.917	EPHA6	285220
1	183	H15	-2.89	sample	sample	1226370	1215030	1162720	1215030	1201373.33333333	0.55	0.555	0.57	-0.862	-0.849	-0.81	FLJ10761	55224
2	66	C18	-2.89	sample	sample	1422580	1447900	1111700	1422580	1327393.33333333	0.55	0.6	0.495	-0.864	-0.737	-1.016	IKBKE	9641
1	205	I13	-2.91	sample	sample	1221330	1172970	1156770	1172970	1183690	0.548	0.536	0.568	-0.868	-0.9	-0.817	KSR	8844
2	34	B10	-2.93	sample	sample	1449260	1243260	1194000	1243260	1295506.66666667	0.56	0.515	0.531	-0.837	-0.957	-0.913	PFKFB1	5207
1	346	O10	-3	sample	sample	1355970	1194040	1049490	1194040	1199833.33333333	0.608	0.546	0.515	-0.717	-0.874	-0.958	ADP-GK	83440
1	301	M13	-3.04	sample	sample	1188030	1020130	1118290	1118290	1108816.66666667	0.533	0.466	0.549	-0.908	-1.101	-0.866	STK33	65975
1	3	A03	-3.05	sample	sample	1219060	1180380	997710	1180380	1132383.33333333	0.547	0.539	0.49	-0.871	-0.891	-1.031	TTK	7272
3	213	I21	-3.08	sample	sample	1426700	1446420	1312450	1426700	1395190	0.493	0.537	0.554	-1.019	-0.897	-0.853	BRAF	673
3	300	M12	-3.09	sample	sample	1525670	1275280	1532810	1525670	1444586.66666667	0.528	0.473	0.646	-0.922	-1.079	-0.629	NA	NA
1	81	D09	-3.12	sample	sample	1160830	1164170	1133220	1160830	1152740	0.521	0.532	0.556	-0.942	-0.911	-0.847	UHMK1	127933
2	32	B08	-3.18	sample	sample	1528790	1212260	1132550	1212260	1291200	0.591	0.502	0.504	-0.76	-0.993	-0.989	PAK3	5063
1	195	I03	-3.29	sample	sample	1129380	1189810	892300	1129380	1070496.66666667	0.507	0.544	0.438	-0.981	-0.879	-1.192	PRKAG3	53632
1	190	H22	-3.29	sample	sample	1127840	1133730	844630	1127840	1035400	0.506	0.518	0.414	-0.983	-0.949	-1.271	MAPK1	5594
3	46	B22	-3.36	sample	sample	2663110	1276810	1148960	1276810	1696293.33333333	0.921	0.474	0.485	-0.119	-1.077	-1.045	NA	NA
1	62	C14	-3.4	sample	sample	1102660	1116010	958690	1102660	1059120	0.495	0.51	0.47	-1.016	-0.972	-1.088	AURKC	6795
1	363	P03	-3.47	sample	sample	1427390	1052630	964100	1052630	1148040	0.64	0.481	0.473	-0.643	-1.056	-1.08	FN3KRP	79672
1	154	G10	-3.47	sample	sample	1087270	1022640	968870	1022640	1026260	0.488	0.467	0.475	-1.036	-1.098	-1.073	NEK11	79858
2	87	D15	-3.65	sample	sample	1229040	1153980	972860	1153980	1118626.66666667	0.475	0.478	0.433	-1.075	-1.064	-1.208	TRIB2	28951
3	258	K18	-3.68	sample	sample	1160770	1279590	1135400	1160770	1191920	0.401	0.475	0.479	-1.317	-1.074	-1.062	NA	NA
2	222	J06	-3.77	sample	sample	1413030	1034050	996070	1034050	1147716.66666667	0.546	0.429	0.443	-0.874	-1.223	-1.174	PIK3C2A	5286
1	371	P11	-3.84	sample	sample	1220070	1006090	883680	1006090	1036613.33333333	0.547	0.46	0.434	-0.87	-1.121	-1.206	HIPK3	10114
1	284	L20	-4	sample	sample	1074580	918760	858970	918760	950770	0.482	0.42	0.421	-1.053	-1.252	-1.247	C9ORF12	64768
2	306	M18	-4.07	sample	sample	1057010	1060430	992520	1057010	1036653.33333333	0.408	0.439	0.442	-1.292	-1.186	-1.179	MAP3K3	4215
1	279	L15	-4.37	sample	sample	902610	880050	846020	880050	876226.666666667	0.405	0.402	0.415	-1.305	-1.314	-1.269	PIK3C2G	5288
3	55	C07	-4.43	sample	sample	1041770	1100840	951920	1041770	1031510	0.36	0.409	0.401	-1.473	-1.291	-1.317	FES	2242
1	82	D10	-4.43	sample	sample	972360	894440	771420	894440	879406.666666667	0.436	0.409	0.378	-1.197	-1.291	-1.402	CIB2	10518
1	368	P08	-4.54	sample	sample	873290	824360	764510	824360	820720	0.392	0.377	0.375	-1.352	-1.409	-1.415	STK39	27347
1	134	F14	-4.78	sample	sample	829220	815630	803510	815630	816120	0.372	0.373	0.394	-1.427	-1.424	-1.343	CDC2L2	728642
1	204	I12	-4.78	sample	sample	968380	831980	547630	831980	782663.333333333	0.434	0.38	0.269	-1.203	-1.395	-1.896	EPHA10	284656
1	152	G08	-4.84	sample	sample	860300	687190	716900	716900	754796.666666667	0.386	0.314	0.352	-1.374	-1.671	-1.507	MYLK2	85366
1	41	B17	-4.86	sample	sample	816290	731020	782710	782710	776673.333333333	0.366	0.334	0.384	-1.45	-1.582	-1.381	ITPKA	3706
2	30	B06	-4.91	sample	sample	937610	766860	815120	815120	839863.333333333	0.362	0.318	0.363	-1.465	-1.654	-1.463	PRKCH	5583
2	299	M11	-5.12	sample	sample	961960	857130	703080	857130	840723.333333333	0.372	0.355	0.313	-1.428	-1.493	-1.677	PTK7	5754
2	277	L13	-5.62	sample	sample	808910	908000	574020	808910	763643.333333333	0.312	0.376	0.255	-1.678	-1.41	-1.969	IRAK3	11213
2	357	O21	-5.97	sample	sample	592850	842610	619770	619770	685076.666666667	0.229	0.349	0.276	-2.127	-1.518	-1.859	NRBP2	340371
3	99	E03	-6.04	sample	sample	829740	724310	702920	724310	752323.333333333	0.287	0.269	0.296	-1.801	-1.895	-1.754	GUK1	2987
3	285	L21	-6.12	sample	sample	814640	650460	1820230	814640	1095110	0.282	0.241	0.768	-1.827	-2.05	-0.381	NA	NA
1	354	O18	-6.3	sample	sample	539770	620880	522980	539770	561210	0.242	0.284	0.257	-2.046	-1.818	-1.962	PCTK3	5129
1	254	K14	-7.29	sample	sample	415360	501650	457420	457420	458143.333333333	0.186	0.229	0.224	-2.424	-2.125	-2.156	GUCY2D	3000
1	186	H18	-7.8	sample	sample	443820	416260	392910	416260	417663.333333333	0.199	0.19	0.193	-2.329	-2.394	-2.375	AURKA	6790
3	277	L13	-9.5	sample	sample	405420	391360	362030	391360	386270	0.14	0.145	0.153	-2.834	-2.783	-2.711	NA	NA
3	376	P16	-9.8	sample	sample	399190	316600	285980	316600	333923.333333333	0.138	0.118	0.121	-2.857	-3.089	-3.051	NA	NA
1	130	F10	-9.99	sample	sample	245380	290380	279670	279670	271810	0.11	0.133	0.137	-3.184	-2.914	-2.865	CHEK1	1111
3	183	H15	-11.28	sample	sample	270740	275450	226830	270740	257673.333333333	0.0936	0.102	0.0957	-3.417	-3.29	-3.386	NA	NA
1	107	E11	-12.66	sample	sample	162470	154470	141520	154470	152820	0.0729	0.0706	0.0694	-3.779	-3.825	-3.848	PLK1	5347
2	296	M08	-13.24	sample	sample	167370	154110	129880	154110	150453.333333333	0.0647	0.0639	0.0578	-3.951	-3.969	-4.113	WEE1	7465
1	311	M23	-13.7	siplk1	siplk1	131100	118970	130920	130920	126996.666666667	0.0588	0.0544	0.0642	-4.088	-4.201	-3.961	NA	NA
1	362	P02	-13.74	siplk1	siplk1	130100	112660	115120	115120	119293.333333333	0.0583	0.0515	0.0565	-4.099	-4.28	-4.146	NA	NA
2	311	M23	-13.85	siplk1	siplk1	147440	132140	116280	132140	131953.333333333	0.057	0.0548	0.0517	-4.134	-4.191	-4.273	NA	NA
2	359	O23	-14.03	siplk1	siplk1	152930	128240	108710	128240	129960	0.0591	0.0531	0.0484	-4.081	-4.234	-4.37	NA	NA
3	359	O23	-14.14	siplk1	siplk1	155060	1454110	99040	155060	569403.333333333	0.0536	0.54	0.0418	-4.221	-0.889	-4.581	NA	NA
1	314	N02	-14.17	siplk1	siplk1	118970	116440	115840	116440	117083.333333333	0.0534	0.0532	0.0568	-4.228	-4.232	-4.137	NA	NA
1	290	M02	-14.28	siplk1	siplk1	116380	113100	129960	116380	119813.333333333	0.0522	0.0517	0.0638	-4.26	-4.274	-3.971	NA	NA
3	311	M23	-14.3	siplk1	siplk1	150010	136430	156200	150010	147546.666666667	0.0519	0.0507	0.0659	-4.269	-4.303	-3.924	NA	NA
2	290	M02	-14.32	siplk1	siplk1	133800	122890	117500	122890	124730	0.0517	0.0509	0.0523	-4.274	-4.295	-4.258	NA	NA
1	359	O23	-14.54	siplk1	siplk1	108630	119010	88470	108630	105370	0.0487	0.0544	0.0434	-4.359	-4.201	-4.526	NA	NA
2	383	P23	-14.73	siplk1	siplk1	120210	122810	96640	120210	113220	0.0464	0.0509	0.043	-4.429	-4.296	-4.54	NA	NA
2	335	N23	-14.73	siplk1	siplk1	122890	93200	136290	122890	117460	0.0475	0.0386	0.0606	-4.397	-4.694	-4.044	NA	NA
3	290	M02	-14.77	siplk1	siplk1	136330	127800	131520	131520	131883.333333333	0.0472	0.0474	0.0555	-4.407	-4.398	-4.172	NA	NA
3	338	O02	-14.83	siplk1	siplk1	134530	104290	116040	116040	118286.666666667	0.0465	0.0387	0.0489	-4.426	-4.691	-4.353	NA	NA
2	338	O02	-14.95	siplk1	siplk1	117420	114300	112980	114300	114900	0.0454	0.0474	0.0503	-4.463	-4.4	-4.314	NA	NA
3	383	P23	-14.97	siplk1	siplk1	122770	130580	108130	122770	120493.333333333	0.0425	0.0485	0.0456	-4.558	-4.366	-4.455	NA	NA
3	335	N23	-15	siplk1	siplk1	125030	129740	146360	129740	133710	0.0432	0.0482	0.0617	-4.531	-4.376	-4.018	NA	NA
1	338	O02	-15.03	siplk1	siplk1	93020	104870	94000	94000	97296.6666666667	0.0417	0.0479	0.0461	-4.583	-4.383	-4.438	NA	NA
2	314	N02	-15.09	siplk1	siplk1	114140	114000	105290	114000	111143.333333333	0.0441	0.0472	0.0468	-4.503	-4.404	-4.416	NA	NA
1	335	N23	-15.09	siplk1	siplk1	98280	93260	106630	98280	99390	0.0441	0.0426	0.0523	-4.504	-4.553	-4.257	NA	NA
2	362	P02	-15.13	siplk1	siplk1	113260	108950	100230	108950	107480	0.0437	0.0452	0.0446	-4.515	-4.469	-4.487	NA	NA
1	383	P23	-15.13	siplk1	siplk1	97500	101390	100630	100630	99840	0.0437	0.0463	0.0494	-4.515	-4.432	-4.34	NA	NA
3	314	N02	-15.16	siplk1	siplk1	125770	124070	111580	124070	120473.333333333	0.0435	0.0461	0.0471	-4.523	-4.44	-4.409	NA	NA
3	362	P02	-15.66	siplk1	siplk1	104250	113580	107130	107130	108320	0.0361	0.0422	0.0452	-4.794	-4.568	-4.468	NA	NA
1	1	A01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	24	A24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	25	B01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	48	B24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	49	C01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	72	C24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	73	D01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	96	D24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	97	E01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	120	E24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	121	F01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	144	F24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	145	G01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	168	G24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	169	H01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	192	H24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	193	I01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	216	I24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	217	J01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	240	J24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	241	K01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	264	K24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	265	L01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	288	L24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	289	M01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	312	M24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	313	N01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	336	N24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	337	O01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	360	O24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	361	P01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	384	P24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	1	A01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	24	A24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	25	B01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	48	B24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	49	C01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	72	C24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	73	D01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	96	D24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	97	E01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	120	E24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	121	F01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	144	F24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	145	G01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	168	G24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	169	H01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	192	H24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	193	I01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	216	I24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	217	J01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	240	J24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	241	K01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	264	K24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	265	L01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	288	L24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	289	M01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	312	M24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	313	N01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	336	N24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	337	O01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	360	O24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	361	P01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	384	P24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	1	A01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	24	A24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	25	B01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	48	B24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	49	C01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	72	C24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	73	D01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	96	D24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	97	E01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	120	E24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	121	F01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	144	F24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	145	G01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	168	G24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	169	H01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	192	H24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	193	I01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	216	I24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	217	J01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	240	J24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	241	K01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	264	K24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	265	L01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	288	L24	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3	289	M01	NA	empty	empty	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
